hypothesis,kind,label,entity,sector,counterparty,counterparty_sector,lag_q,pearson,spearman,p_value,n,sign_expected,significant
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Arista Networks,Server Networking,4,0.401,0.491,0.038,27,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Broadcom,Server Networking,1,-0.56,-0.51,0.0045,24,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Coherent Corp,Server Networking,2,-0.432,-0.317,0.0153,31,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Cisco,Server Networking,1,0.453,0.481,0.0093,32,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Fabrinet,Server Networking,4,0.568,0.559,0.0013,29,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,MACOM Technology,Server Networking,0,-0.434,-0.499,0.013,32,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Microsoft,Hyperscaler,Semtech,Server Networking,2,0.595,0.639,0.0008,28,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Applied Optoelectronics,Server Networking,4,0.323,0.45,0.1651,20,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Arista Networks,Server Networking,4,0.458,0.433,0.0421,20,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Broadcom,Server Networking,1,-0.589,-0.55,0.0063,20,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Coherent Corp,Server Networking,0,0.614,0.677,0.0008,26,+,True
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Cisco,Server Networking,4,0.077,-0.01,0.7332,22,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Fabrinet,Server Networking,4,0.124,0.28,0.5837,22,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,MACOM Technology,Server Networking,4,0.266,0.265,0.2441,21,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Dell Technologies,Server OEM,Semtech,Server Networking,1,-0.591,-0.467,0.003,23,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Applied Optoelectronics,Server Networking,0,-0.525,-0.571,0.0041,28,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Arista Networks,Server Networking,3,0.388,0.332,0.0554,25,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Broadcom,Server Networking,0,-0.359,-0.137,0.0846,24,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Coherent Corp,Server Networking,3,0.369,0.341,0.0586,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Cisco,Server Networking,3,0.158,0.103,0.4299,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Fabrinet,Server Networking,3,0.039,0.038,0.8479,27,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,MACOM Technology,Server Networking,3,0.27,0.276,0.1822,26,+,False
P6,기업간,고객 지급기간 → 공급사 회수기간,Super Micro Computer,Server OEM,Semtech,Server Networking,4,-0.421,-0.388,0.0404,24,+,False
P7,기업내,현금전환주기 → FCF마진,Micron Technology,dram,—,,0,-0.649,-0.364,0.0307,11,-,True
P7,기업내,현금전환주기 → FCF마진,Lam Research,hw_equipment,—,,1,-0.19,-0.285,0.5989,10,-,False
P7,기업내,현금전환주기 → FCF마진,Arista Networks,server_networking,—,,0,-0.312,-0.473,0.3504,11,-,False
P7,기업내,현금전환주기 → FCF마진,Cisco,server_networking,—,,1,-0.687,-0.673,0.0282,10,-,True
